id,nombre,descripcion,ultima_actualizacion,api_url
ccr8-uefq,SECOP I MEJORADO,,2026-04-06T23:07:18.000Z,https://www.datos.gov.co/resource/ccr8-uefq.json
cs9g-pp8u,Índice de información pública clasificada y reservada,Índice de Información Pública Clasificada y/o Reservada - Transparencia y Acceso a la Información Pública - Dirección General de Sanidad Militar,2025-12-19T23:29:40.000Z,https://www.datos.gov.co/resource/cs9g-pp8u.json
2vvc-mpg9,Vista SECOP Integrado Concejo Municipal de Chía,Información de los Contratos Electrónicos del SECOP I y II del Concejo Municipal de Chía vigencias 2018 hasta 2025,2026-04-05T17:02:15.000Z,https://www.datos.gov.co/resource/2vvc-mpg9.json
6c7y-d9c5,Indice de informacion clasificada o reservada,Indice de informacion clasificada o reservada,2025-12-19T22:51:50.000Z,https://www.datos.gov.co/resource/6c7y-d9c5.json
xbfq-errt,MATRICULADOS POR SEDE,Estudiantes matriculados por sede varios periodos,2025-12-19T22:50:59.000Z,https://www.datos.gov.co/resource/xbfq-errt.json
xpc7-dvdn,Temperatura Media Anual 1981 2010,<div><span style='font-weight:bold;'>ANÁLISIS DE LA VULNERABILIDAD TERRITORIAL ANTE EL CAMBIO CLIMÁTICO - Temperatura media anual 1981-2010</span></div><div> Propuesta metodológica para los entes territoriales de la jurisdicción CAR <br /></div><div>Mayor información en <a href='https://www.car.gov.co/vercontenido/3688' rel='nofollow ugc' target='_blank'>https://www.car.gov.co/vercontenido/3688</a></div><br /><div>|categoria:Ambiente y Desarrollo Sostenible|cobertura:Departamental</div>,2025-07-24T19:03:23.000Z,https://www.datos.gov.co/resource/xpc7-dvdn.json
74kb-iw4h,Índice de Información Clasificada y Reservada,El Índice de información clasificada y reservada del Consejo Profesional Nacional de Ingeniería - COPNIA.,2025-12-19T23:14:21.000Z,https://www.datos.gov.co/resource/74kb-iw4h.json
kk3p-jwca,Extorsión,Extorsiones registradas por Policía Nacional.,2025-10-31T19:43:22.000Z,https://www.datos.gov.co/resource/kk3p-jwca.json
sz9u-dtm7,MATRICULADOS HISTÓRICOS,Estudiantes matriculados varios periodos,2025-12-19T23:21:15.000Z,https://www.datos.gov.co/resource/sz9u-dtm7.json
k5s2-44ec,OBLIGACIONES DE HACER 4G - GOBERNACIÓN DE BOYACÁ,"Se brinda a la ciudadanía en general del departamento de Boyacá información sobre el avance de la ampliación de cobertura móvil en el departamento de Boyacá adelantado por las empresas prestadoras de servicio de telefonía, de acuerdo a lo establecido en los acuerdos referentes al  uso de espectro radioeléctrico.",2024-10-07T16:55:31.000Z,https://www.datos.gov.co/resource/k5s2-44ec.json
q4hn-cfwr,COBERTURA EDUCATIVA POBLACION NEGRITUDES POR GENERO 2022,"UNIDAD DE GESTION DE COBERTURA EDUCATIVA (NOVEDADES DE MATRICULA) - POBLACION NEGRITUDES POR GENERO I SEMESTRE, NEIVA - I.E OFICIALES",2025-12-19T23:24:26.000Z,https://www.datos.gov.co/resource/q4hn-cfwr.json
bkik-kg7p,Estadísticas de productividad Resolución 2193 Hospital Sagrada Familia de Toro,,2025-12-19T23:28:59.000Z,https://www.datos.gov.co/resource/bkik-kg7p.json
ppbx-ycbe,Apoyos económicos Histórico,Apoyos económicos a los estudiantes uniquindio bienestar universitario varios periodos,2025-12-19T22:56:51.000Z,https://www.datos.gov.co/resource/ppbx-ycbe.json
4zkq-5m6s,Tablas de control de acceso de la Alcaldía municipal de Quinchía - Risaralda,"En el dinámico entorno digital de hoy en día, el acceso a la información es un recurso valioso. En nuestro compromiso continuo por brindar un servicio transparente y accesible a la comunidad de Quinchía, nos complace presentar las ""Tablas de Control de Acceso"", una herramienta que permitirá una gestión más eficiente y segura de la información que ponemos a tu disposición.

Estas tablas de control de acceso son mucho más que un simple registro; son un medio para identificar y gestionar quién tiene acceso a la información y cuándo. Tanto nuestros colaboradores como los ciudadanos encontrarán en estas tablas un recurso esencial para conocer el tipo de información disponible en un momento determinado y las restricciones establecidas por la normativa vigente.

¿Qué puedes esperar de nuestras Tablas de Control de Acceso?

    Transparencia y Claridad: Ahora podrás acceder a información actualizada sobre qué datos están disponibles para su consulta en nuestra plataforma en línea.

    Cumplimiento Normativo: Nuestras tablas están diseñadas para garantizar el cumplimiento riguroso de la legislación vigente en cuanto al acceso y la protección de datos sensibles.

    Seguridad de Datos: Protegemos la información crítica y garantizamos que solo aquellos con las autorizaciones adecuadas tengan acceso a ella.

    Facilidad de Uso: Nuestro sistema de control de acceso es intuitivo y de fácil navegación, lo que facilita a nuestros usuarios encontrar y acceder a la información que necesitan.

    Empoderamiento Ciudadano: Queremos empoderar a nuestros ciudadanos, brindándoles las herramientas necesarias para tomar decisiones informadas y participar activamente en la vida de nuestra comunidad.

Las Tablas de Control de Acceso representan un paso más hacia la transparencia, la seguridad y la eficiencia en la gestión de la información en Quinchía. Estamos comprometidos a seguir trabajando en la mejora continua de nuestros servicios para satisfacer tus necesidades y brindarte la información que mereces.

Te invitamos a explorar nuestras Tablas de Control de Acceso en línea y a experimentar la comodidad y la confianza de tener el control sobre la información que te importa. Juntos, construiremos un Quinchía más informado y conectado. ¡Bienvenido a un acceso más inteligente!",2025-12-19T23:11:39.000Z,https://www.datos.gov.co/resource/4zkq-5m6s.json
rts4-aniz,Copia de Sitios Turísticos de Nariño,,2023-08-30T21:45:27.874Z,https://www.datos.gov.co/resource/rts4-aniz.json
27dh-27di,Visualización sin título - Basado en CÓDIGO ÚNICO DE MEDICAMENTOS VIGENTES,INFORMACIÓN DE LOS CÓDIGOS ÚNICOS DE MEDICAMENTOS PARA LOS REGISTROS SANITARIOS VIGENTES.,2026-03-16T12:11:18.000Z,https://www.datos.gov.co/resource/27dh-27di.json
i5za-22gh,Pasantías Histórico,Practicas y pasantias varios periodos uniquindio,2025-12-19T23:23:44.000Z,https://www.datos.gov.co/resource/i5za-22gh.json
cuts-hsmv,Ubicación sedes UNP,Archivo que contiene la ubicación de las diferentes sedes dispuesta para atención al usuario por parte de la Unidad Nacional de Protección,2025-12-19T23:25:26.000Z,https://www.datos.gov.co/resource/cuts-hsmv.json
6asu-r6e2,"Vista Establecimientos educativos de Preescolar Basica, Ricaurte Cundinamarca","Contiene los datos básicos de cada Establecimiento educativo activo de preescolar, básica y media a nivel nacional del sector oficial y privado con  historico hasta 2017

Se realizaron actualizaciones en la información visualizada a nivel de columnas y datos.",2025-12-19T23:29:03.000Z,https://www.datos.gov.co/resource/6asu-r6e2.json
xciv-gjrv,BENEFICIARIOS MAS FAMILIAS EN ACCIÓN SABANALARGA CASANARE,"Datos anonimizados del programa Más Familias en Acción, determinando características generales de los beneficiarios, valor y tipo de incentivo recibido.",2025-12-19T22:40:24.000Z,https://www.datos.gov.co/resource/xciv-gjrv.json
sugp-5sfh,Docentes de contrato por  dedicación,Docentes de contrato por tiempo dedicado varios periodos,2025-12-19T22:45:11.000Z,https://www.datos.gov.co/resource/sugp-5sfh.json
bs6z-iqmd,Zonas Carboniferas de Colombia,"Las características de potencial carbonífero de las diferentes zonas , corresponde a la sumatoria de los cálculos de recursos y
reservas en sus categorías de medidos, indicados e inferidos, que se han realizado
en su momento en cada uno de los estudios consultados para la presente
recopilación de datos. Esta información es dinámica debido a que se debe ir
ajustando en la medida en que se hagan y /o actualicen más estudios de cálculos de
recursos carboníferos en el país. Es así que los valores publicados en el Mapa de
Potencial Carbonífero de Colombia 2011 es el resultado de la información que hasta
la fecha ha sido publicada y no cuenta con algún tipo de confidencialidad.
Se destaca que el mayor potencial carbonífero en Colombia se encuentra en la Costa
Atlántica con 10.065,95 millones de toneladas correspondientes a las zonas de La
Guajira y el Cesar con carbones de uso térmico, mientras en el interior del país se
registran 7.473,42 millones de toneladas con carbones de uso térmico y metalúrgico
para un potencial carbonífero total en el país de 17.539,36 millones de toneladas. <span style='font-family:Arial, sans-serif; font-size:16px; text-align:justify;'> </span><span style='font-family:Arial, sans-serif; font-size:16px; text-align:justify;'>|categoría:Mapas Nacionales |cobertura:Nacional.</span>",2025-09-30T19:04:13.000Z,https://www.datos.gov.co/resource/bs6z-iqmd.json
fm7n-u4bq,CCB Contratos de Cundinamarca,Información de los contratos registrados en SECOP II desde su lanzamiento,2026-04-06T18:35:42.000Z,https://www.datos.gov.co/resource/fm7n-u4bq.json
5bsv-58hu,Registro de Activos de Informacion Municipio de Timana Huila,Aquí encontrara todo El Registro de Activos de Información del Municipio de Timana Huila y a su vez se encuentra el link para el acceso directo a la información desde la pagina web del Municipio,2024-10-30T13:17:04.000Z,https://www.datos.gov.co/resource/5bsv-58hu.json
naix-b9bv,REGISTRO DE ACTIVOS DE INFORMACION,"El Hospital Universitario del Valle Evaristo García publica el Registro de Activos de Información, el cual consta de un inventario de la información pública que la Entidad genere, obtenga, adquiera, transforme o controle en su calidad de tal",2025-12-19T23:23:40.000Z,https://www.datos.gov.co/resource/naix-b9bv.json
gntt-m8rq,Esquema de Publicación,Esquema de Publicación Colegio Mayor de Antioquia,2025-12-19T22:52:27.000Z,https://www.datos.gov.co/resource/gntt-m8rq.json
nc7k-upnc,SECOP I - 202102,"Procesos de Compra pública registrados en el SECOP I desde su implementación, contiene la información del proceso, fase de selección y la adjudicación",2026-04-06T23:07:18.000Z,https://www.datos.gov.co/resource/nc7k-upnc.json
y42m-qq7z,Censo de vacunación antirrábia  alcaldía de chía,CENSO DE VACUNACION ANTIRRABIA PARA MASCOTAS DEL MUNICIPIO DE CHIA CUNDINAMARCA,2025-12-19T23:11:43.000Z,https://www.datos.gov.co/resource/y42m-qq7z.json
shk3-wean,"Evaluación de tierras para la producción del cultivo de Limón (Citrus limon), en Providencia y Santa Catalina.","El mapa es el producto resultante de la validación y aplicación de la metodología de evaluación de tierras con fines agropecuarios a escala 1:10.000 en las islas de Providencia y Santa Catalina. El proceso de evaluación de tierras es un instrumento de planificación para las áreas rurales que facilita la identificación de áreas geográficas con una combinación de características físicas, biológicas, humanas e institucionales aptas para un uso determinado, que pueden ser interpretadas en términos de objetivos para la gestión de los territorios. El mapa de aptitud, es una herramienta que permite identificar posibles núcleos de desarrollo, orientar políticas del sector agropecuario y de la planificación rural del departamento.

Aptitud: Áreas con potencial para el establecimiento y desarrollo del cultivo comercial de la producción de Limón (Citrus limon) bajo un marco legal, normativo y técnico que las define y diferencia de otros usos posibles.

Categorías:
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el desarrollo de la producción de Limón (Citrus limon).",2025-12-19T23:14:22.000Z,https://www.datos.gov.co/resource/shk3-wean.json
uq5y-gy3u,"INFORME GENERAL EVENTOS Y ACTIVIDADES, SECRETARIA DE PARTICIPACION CIUDADANA Y ACCION COMUNAL DEL MUNICIPIO DE CHIA","Eventos y actividades realizadas en el primer trimestres a juntas de acción comunal , comunalitos, juntas de vivienda comunitaria, entre otros, del municipio de chía en el año 2023",2025-12-19T23:19:20.000Z,https://www.datos.gov.co/resource/uq5y-gy3u.json
dde6-vn2v,RPOCESOS DE CONTRATACIÓN ALCALDIA MUNICIPAL DE EL CANTON DE SAN PABLO,"Procesos de Compra pública registrados en el SECOP I desde su implementación, contiene la información del proceso, fase de selección y la adjudicación",2026-04-06T23:07:18.000Z,https://www.datos.gov.co/resource/dde6-vn2v.json
7s4q-y6ad,El Alcalde en tu casa,"Base de datos, con bitacora de visitas realizadas en el desarrollo del programa El Alcalde en tu casa.",2025-12-19T22:40:40.000Z,https://www.datos.gov.co/resource/7s4q-y6ad.json
utby-hdhm,Información por categorías,Base de datos de comerciantes activos y vigentes durante el año 2023 Personas naturales y sociedades.,2025-12-19T22:44:27.000Z,https://www.datos.gov.co/resource/utby-hdhm.json
drrt-uxk8,Lista De Activos De Información Alcaldia De Roldanillo 2022,Lista De Activos De Información Alcaldia De Roldanillo 2022 Actualizado,2025-12-19T22:48:24.000Z,https://www.datos.gov.co/resource/drrt-uxk8.json
2igi-dx7i,MATRICULA COLEGIOS PRIVADOS  EN LOS MUNICIPIOS DEL MAGDALENA SEGUN ZONA POR INSTITUCIONES  EDUCATIVAS  EN LOS AÑOS 2020 - 2021,"Alumnos matriculados en colegios privados el Magdalena según zona geográfica e instituciones educativas durante los años 2020 y 2021.
Variables utilizadas:
URB_G0, URB_G1, ....: Matrícula urbana en grado preescolar, grado 1, grado 2, etc..
URB_VAL_C1, URB_VAL_C2, ...: Matrícula urbana en validación ciclo 1, ciclo 2, etc.
RUR_G0, RUR_G1, ..: Matrícula rural en grado preescolar, grado 1, grado 2, etc..
RUR_VAL_C1, RUR_VAL_C2,...: Matrícula rural en validación ciclo 1, ciclo 2, etc.",2025-12-19T22:56:22.000Z,https://www.datos.gov.co/resource/2igi-dx7i.json
evmm-g3eh,GRADUADOS POR FACULTAD,Estudiantes graduados por facultad varios periodos,2025-12-19T23:03:53.000Z,https://www.datos.gov.co/resource/evmm-g3eh.json
namp-ga4g,ESQUEMA DE PUBLICACIÓN DE INFORMACIÓN,ESQUEMA DE PUBLICACIÓN DE INFORMACIÓN ANT,2026-03-18T20:49:16.000Z,https://www.datos.gov.co/resource/namp-ga4g.json
4c8c-kmwq,Registro activos de informacion,"Registro activos de informacion, para que los ciudadanos se guien",2025-12-19T23:11:40.000Z,https://www.datos.gov.co/resource/4c8c-kmwq.json
3csb-77ht,Registro de Activos de Información,Registro de Activos de Información,2025-12-19T23:14:21.000Z,https://www.datos.gov.co/resource/3csb-77ht.json
bg9x-75jg,SECOP II - Procesos - 2018Q4,"Registro de los procesos de compra, sean o no adjudicados, hechos en la plataforma SECOP II desde su lanzamiento",2026-04-06T23:32:04.000Z,https://www.datos.gov.co/resource/bg9x-75jg.json
w6zr-5tga,Visualización sin título - Basado en CÓDIGO ÚNICO DE MEDICAMENTOS VIGENTES,,2026-03-16T12:11:18.000Z,https://www.datos.gov.co/resource/w6zr-5tga.json
xtd6-fmfi,REGISTRO DE ACTIVOS DE INFORMACION DE LA  GOBERNACION DEL MAGDALENA 2024,"El Registro de Activos de Información es el inventario de la información pública que la Gobernación del Magdalena genere, obtenga, adquiera, transforme o controle en su calidad de tal. Contiene, los siguientes componentes:
(1) Todas las categorías de información del Archivo General de la Nación.
(2) Todo registro publicado.
(3) Todo registro disponible para ser solicitado por el público.",2025-12-19T23:29:06.000Z,https://www.datos.gov.co/resource/xtd6-fmfi.json
p2wz-hjsg,ACTIVIDADES RECREATIVAS  POR GÉNERO,Actividades recreativas de bienestar universitario por género,2025-12-19T23:30:08.000Z,https://www.datos.gov.co/resource/p2wz-hjsg.json
qgzk-g2ak,Índice de información clasificada y reservada del municipio de Güepsa Santander,Índice de información clasificada y reservada del municipio de Güepsa Santander,2025-12-19T22:40:24.000Z,https://www.datos.gov.co/resource/qgzk-g2ak.json
2gsp-pb33,Esquema de publicación de información Alcaldía de Guateque,"Esquema de publicación de información es el instrumento del que dispone la entidad para informar, de forma ordenada, a la ciudadanía, interesados y usuarios, sobre la información publicada y que publicará, conforme al principio de divulgación proactiva de la información previsto en el artículo 3 de la Ley 1712 de 2014, y sobre los medios a través de los cuales se puede acceder a la misma.",2025-12-19T22:44:36.000Z,https://www.datos.gov.co/resource/2gsp-pb33.json
w68z-wfn2,Grafico principales causa de las defunciones en la ciudad de Pereira-2023,Defunciones no fetales de la ciudad de Pereira año 2023,2025-07-09T00:17:42.000Z,https://www.datos.gov.co/resource/w68z-wfn2.json
bsxn-zbdw,Histórico producción de minerales pertenecientes a la minería de subsistencia,"Información detallada de la cantidad de mineral extraído en el territorio nacional, asociando a la contraprestación económica generada por municipio productor desde la vigencia 2012 a la vigencia actual.
Notas Aclaratorias:
•	Los datos que se presentan son preliminares de acuerdo con la información que la Agencia Nacional de Minería ha recibido de parte de los titulares mineros, exportadores o agentes retenedores a la fecha de publicación, la información presentada se reportara de forma dinámica en la medida que los consolidados recibidos y tramitados afecten trimestres anteriores o vigencias anteriores.	
•	Producción de esmeraldas, esta se tiene desde de octubre de 2016 ya que solo con la implementación del RUCOM se ha podido obtener información del origen de este recurso mineral; con anterioridad sólo se obtenía información en el momento de la comercialización o exportación de estas y en consecuencia se refería como origen la ciudad de Bogotá, lugar de exportación.
•	Producción de Metales preciosos (Oro, Plata, y Platino), la unidad de medida utilizada en la presentación de estos datos es el gramo, unidad que reportan en sus declaraciones los titulares mineros o exportadores para la liquidación de las regalías e impuestos correspondiente. Sin embargo, la unidad que se maneja de manera estadística a nivel nacional o internacional es la onza troy la cual equivale a 31,1034768 gramos.
•	La compensación es una contraprestación económica que se fija contractualmente y que no corresponde a una producción de mineral.",2026-04-07T15:07:07.000Z,https://www.datos.gov.co/resource/bsxn-zbdw.json
3gqe-ci5d,INDICE DE INFORMACION CLASIFICADA Y RESERVADA,INDICE DE INFORMACION CLASIFICADA Y RESERVADA NOTARIA,2025-12-19T22:52:04.000Z,https://www.datos.gov.co/resource/3gqe-ci5d.json
rksw-fnhe,Docentes de contrato por categoría,Docentes de contrato por categorías varios periodos,2025-12-19T22:59:05.000Z,https://www.datos.gov.co/resource/rksw-fnhe.json
j24d-32xw,Ejercicio 3,Contiene información de los programas de educación superior del país.,2025-12-19T23:04:01.000Z,https://www.datos.gov.co/resource/j24d-32xw.json
ecwr-3mj3,"VISTA_Casos positivos de COVID-19 en el Departamento del Caquetá, municipio de San Vicente DEl Caguan a fecha de 06 de junio de 2021.","ACCESO GLOBAL: https://infogram.com/panorama-general-1h7z2lgn3l9l4ow?live
∙Si usted está tratando de ingresar a la página desde una ubicación geográfica diferente a Colombia, debe solicitar el acceso al correo contactenos@ins.gov.co∙

ATENCIÓN:
Consulte el nuevo catálogo de variables que funcionará a partir del día 29 de octubre: http://url.ins.gov.co/dataset-covid-info

Datasets históricos: https://www.ins.gov.co/Paginas/Boletines-casos-COVID-19-Colombia.aspx

Cualquier actualización que se identifique, quedará registrada al día siguiente en la publicación. Consulte la fe de erratas y notas aclaratorias en: http://www.ins.gov.co/Noticias/Paginas/Coronavirus.aspx",2025-12-19T23:11:54.000Z,https://www.datos.gov.co/resource/ecwr-3mj3.json
843r-seaq,SECOP II - Contratos - 202112,Información de los contratos registrados en SECOP II desde su lanzamiento,2026-04-06T18:35:42.000Z,https://www.datos.gov.co/resource/843r-seaq.json
4z9w-5pbg,Programa Biblioteca EPM,La Biblioteca EPM es un espacio para la generación de procesos de aprendizaje que busca inspirar a los ciudadanos,2024-04-18T16:53:12.754Z,https://www.datos.gov.co/resource/4z9w-5pbg.json
rz9j-jprm,DOCENTES PLANTA POR FACULTAD,Docentes de planta por facultad varios periodos uniquindio,2025-12-19T23:24:01.000Z,https://www.datos.gov.co/resource/rz9j-jprm.json
s7v7-9wqn,Programas ofertados 2-2019,Programas ofertados de los diferentes niveles de la UPTC para el segundo semestre de 2019,2025-12-19T23:23:56.000Z,https://www.datos.gov.co/resource/s7v7-9wqn.json
xntv-7sx6,"Índice de desarrollo de Territorios y Ciudades Inteligentes, Fusagasugá 2019-2021","El Índice de Gobierno Digital permite medir el desempeño y cumplimiento de las entidades públicas en la Política de Gobierno Digital.
Este Índice permite al Ministerio de Tecnologías de la Información y las Comunicaciones determinar los avances específicos en cada temática de la Política de Gobierno Digital, buenas prácticas de implementación y estrategias focalizadas de acompañamiento.
Así mismo, la información generada a través del Índice de Gobierno Digital permite a las entidades públicas tomar decisiones y definir acciones orientadas a mejorar su desempeño y cumplimiento de la Política de Gobierno Digital.",2025-12-19T23:23:39.000Z,https://www.datos.gov.co/resource/xntv-7sx6.json
byby-isi9,Tablas_de_Retención_Documental_Notaría 68 del Círculo de Bogotá,,2025-12-19T23:24:26.000Z,https://www.datos.gov.co/resource/byby-isi9.json
3s69-mmke,INVENTARIO DE ACTIVOS DE INFORMACION,Consolidado de activos de información e índice de información clasificada y reservada.,2025-12-19T23:24:34.000Z,https://www.datos.gov.co/resource/3s69-mmke.json
rq3v-hcy8,Tablas_de_Retención_Documental Notaría Segunda del Círculo de Girardot,,2025-12-19T23:29:06.000Z,https://www.datos.gov.co/resource/rq3v-hcy8.json
7vx8-xknc,Índice de Información Clasificada y Reservada 2022,Índice de Información Clasificada y Reservada 2022,2025-12-19T22:45:21.000Z,https://www.datos.gov.co/resource/7vx8-xknc.json
qucr-sirv,Esquema de publicación,"Esquema de publicación de la Ley de Transparencia y Acceso a la Información Púbica, ley 1712 de 2014 de la Personería de Manizales",2025-12-19T22:56:26.000Z,https://www.datos.gov.co/resource/qucr-sirv.json
yqqe-3s5c,"Evaluación de tierras para la producción del cultivo de Batata (Ipomoea batata), en Providencia y Santa Catalina.","El mapa es el producto resultante de la validación y aplicación de la metodología de evaluación de tierras con fines agropecuarios a escala 1:10.000 en las islas de Providencia y Santa Catalina. El proceso de evaluación de tierras es un instrumento de planificación para las áreas rurales que facilita la identificación de áreas geográficas con una combinación de características físicas, biológicas, humanas e institucionales aptas para un uso determinado, que pueden ser interpretadas en términos de objetivos para la gestión de los territorios. El mapa de aptitud, es una herramienta que permite identificar posibles núcleos de desarrollo, orientar políticas del sector agropecuario y de la planificación rural del departamento.

Aptitud: Áreas con potencial para el establecimiento y desarrollo del cultivo comercial de la producción de Batata (Ipomoea batata) bajo un marco legal, normativo y técnico que las define y diferencia de otros usos posibles.

Categorías:
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el desarrollo de la producción de Batata (Ipomoea batata).",2025-12-19T22:57:14.000Z,https://www.datos.gov.co/resource/yqqe-3s5c.json
r3rm-wm9b,Registro de Activos de Información,Registro de Activos de Información de acuerdo a la ley 1712 de 2014,2025-12-19T22:58:52.000Z,https://www.datos.gov.co/resource/r3rm-wm9b.json
whu4-g7yn,Registro de Activos de Información,Registro de Activos de Información  del municipio de Pijiño del Carmen,2025-12-19T23:09:44.000Z,https://www.datos.gov.co/resource/whu4-g7yn.json
8zyd-byp8,Apoyos Económicos por Metodología,Apoyos económicos por parte de bienestar universitario a los estudiantes uniquindío,2025-12-19T23:17:08.000Z,https://www.datos.gov.co/resource/8zyd-byp8.json
xh7m-ecee,CASOS COVID CUNDINAMARCA,"ACCESO GLOBAL: https://infogram.com/panorama-general-1h7z2lgn3l9l4ow?live
∙Si usted está tratando de ingresar a la página desde una ubicación geográfica diferente a Colombia, debe solicitar el acceso al correo contactenos@ins.gov.co∙

ATENCIÓN:
Consulte el nuevo catálogo de variables que funcionará a partir del día 29 de octubre: http://url.ins.gov.co/dataset-covid-info

Datasets históricos: https://www.ins.gov.co/Paginas/Boletines-casos-COVID-19-Colombia.aspx

Cualquier actualización que se identifique, quedará registrada al día siguiente en la publicación. Consulte la fe de erratas y notas aclaratorias en: http://www.ins.gov.co/Noticias/Paginas/Coronavirus.aspx",2025-12-19T23:28:51.000Z,https://www.datos.gov.co/resource/xh7m-ecee.json
7kfj-u23g,PRESUPUESTO 2018-2021,"Detalle del presupuesto desde el año 2018 al 2021, de Empresas Municipales de Cartago.",2025-12-19T23:28:32.000Z,https://www.datos.gov.co/resource/7kfj-u23g.json
w74z-6mqa,"Adopción de la zonificación de la producción de carne bovina en pastoreo para el mercado nacional y de exportación, en el departamento de La Guajira.","El mapa de la adopción de la zonificación de aptitud para la producción de carne bovina en pastoreo para el mercado nacional y de exportación, es un instrumento de planificación para las áreas rurales que facilita la identificación de áreas geográficas con una combinación de características físicas, biológicas, humanas e institucionales aptas para un uso determinado, que pueden ser interpretadas en términos de objetivos para la gestión de los territorios. Aplicar la metodología de evaluación de tierras con fines agropecuarios a escala 1:100.000 en el departamento de la Guajira, significa contar con mapas de aptitud como herramientas que permiten identificar posibles núcleos de desarrollo, orientar políticas del sector agropecuario y de la planificación rural del departamento.

Aptitud: Áreas con potencial para el establecimiento y desarrollo del cultivo comercial de la producción de carne bovina en pastoreo, bajo un marco legal, normativo y técnico que las define y diferencia de otros usos posibles.

Categorías:
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el desarrollo de la producción de carne bovina en pastoreo.",2025-12-19T22:39:36.000Z,https://www.datos.gov.co/resource/w74z-6mqa.json
ry2n-sn6p,Contratos de Trabajo Universidad del Quindío,Datos sobre los contratistas con términos menores a un año para desempeñar actividades administrativas,2025-12-19T22:53:27.000Z,https://www.datos.gov.co/resource/ry2n-sn6p.json
ujwb-uu78,Hurto a personas en transporte público,"El modelo unificado de seguridad y convivencia permite acceder a información de hechos relacionados con la seguridad, la convivencia, derechos humanos y justificia que han ocurrido en la ciudad de Medellín y que han sido recopilados por el proyecto municipal Sistema de Información para la Seguridad y la Convivencia SISC. Éste DataSet busca presentar el consolidado de la cantidad de casos de hurto en transporte público en las diferentes comunas de la ciudad de Medellín.",2025-10-31T19:43:30.000Z,https://www.datos.gov.co/resource/ujwb-uu78.json
cau7-yakr,Tame,Información de los procesos de compra pública registrados en la plataforma SECOP I,2025-12-19T23:11:42.000Z,https://www.datos.gov.co/resource/cau7-yakr.json
bnkp-xdb7,Superservicios - Información Comercial No Residencial,Energía - Formato 3 - Información Comercial No Residencial Resolución 20102400008055 del 16 de marzo de 2010,2025-12-19T23:09:28.000Z,https://www.datos.gov.co/resource/bnkp-xdb7.json
pvvi-ru2i,REGISTRO DE ACTIVOS DE INFORMACIÓN,,2025-12-19T23:13:43.000Z,https://www.datos.gov.co/resource/pvvi-ru2i.json
wi4c-7nik,Matriculados por género,Estudiantes matriculados totales por género varios periodos,2025-12-19T23:16:39.000Z,https://www.datos.gov.co/resource/wi4c-7nik.json
uzf3-fr2k,INSCRITOS HISTORICO,Estudiantes inscritos varios periodos uniquindio,2025-12-19T23:28:59.000Z,https://www.datos.gov.co/resource/uzf3-fr2k.json
ungm-b6x7,Comunidades indígenas a nivel Nacional que no están asentadas dentro de los resguardos indígenas 2020,Información de Comunidades Indígenas fecha de corte a Diciembre 31 de 2020.,2025-12-19T22:39:39.000Z,https://www.datos.gov.co/resource/ungm-b6x7.json
964a-zzmz,SECOP II - Procesos - 202104,"Registro de los procesos de compra, sean o no adjudicados, hechos en la plataforma SECOP II desde su lanzamiento",2026-04-06T23:32:04.000Z,https://www.datos.gov.co/resource/964a-zzmz.json
vgua-t4pu,Registro de Activos de información,"El Registro de Activos de Información es el inventario de la información pública que la Cámara de Comercio de Chocó, en calidad de sujeto obligado, genere, obtenga, adquiera, transforme o controle en su calidad de tal.",2025-12-19T23:06:49.000Z,https://www.datos.gov.co/resource/vgua-t4pu.json
vq7u-tjdj,Bienes inmuebles del municipio georreferenciados,Conjunto de datos de bienes inmuebles del municipio de Santuario que se encuentran georreferenciados.,2025-12-19T23:11:43.000Z,https://www.datos.gov.co/resource/vq7u-tjdj.json
